identification,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Location
7574979,HS378084,1/1/08 0:01,047XX N LARAMIE AVE,842,THEFT,AGG: FINANCIAL ID THEFT,RESIDENCE,FALSE,FALSE,1623,,45,15,6,,,2008,7/1/10 1:17,
8186190,HT420001,1/1/08 0:01,047XX N SHERIDAN RD,840,THEFT,FINANCIAL ID THEFT: OVER $300,STREET,FALSE,FALSE,2312,,46,3,6,,,2008,8/16/11 0:39,
5995604,HP100733,1/1/08 0:30,047XX N WHIPPLE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1713,17,33,14,08B,1155144,1931444,2008,1/9/08 1:04,"(41.967693234493304, -87.70493284774193)"
5995106,HP102116,1/2/08 11:00,047XX S COTTAGE GROVE AVE,820,THEFT,$300 AND UNDER,GROCERY FOOD STORE,TRUE,FALSE,2124,2,4,39,6,1182424,1873989,2008,1/7/08 1:04,"(41.80944155412789, -87.60641746225643)"
5993601,HP101204,1/1/08 16:44,047XX S COTTAGE GROVE AVE,2027,NARCOTICS,POSS: CRACK,STREET,FALSE,FALSE,2124,2,4,39,18,1182429,1873806,2008,1/4/08 1:05,"(41.80893927170769, -87.60640480069794)"
5993084,HP100966,1/1/08 13:40,047XX S COTTAGE GROVE AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,2124,2,4,39,6,1182424,1873989,2008,1/7/08 1:04,"(41.80944155412789, -87.60641746225643)"
7333059,HS136796,1/1/08 0:01,047XX S HOYNE AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,FALSE,FALSE,915,,12,61,20,,,2008,2/28/10 1:13,
6005348,HP101486,1/1/08 20:35,047XX S LOOMIS BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,933,9,20,61,18,1167751,1873520,2008,1/23/08 14:56,"(41.80848252747521, -87.66024878394927)"
8522945,HV200076,1/1/08 0:01,047XX S MAPLEWOOD AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,922,,12,58,6,,,2008,4/9/12 12:44,
5991953,HP101127,1/1/08 15:15,047XX S PAULINA ST,460,BATTERY,SIMPLE,ALLEY,FALSE,FALSE,931,9,20,61,08B,1165772,1873125,2008,1/12/08 1:05,"(41.80744090405987, -87.6675185355857)"
6035941,HP138712,1/2/08 12:00,047XX S PRAIRIE AVE,1151,DECEPTIVE PRACTICE,ILLEGAL POSSESSION CASH CARD,RESIDENCE,FALSE,FALSE,224,2,3,38,11,1178887,1873398,2008,2/2/08 1:05,"(41.80790116172366, -87.61940844853454)"
5992294,HP101468,1/1/08 13:30,085XX S WOODLAWN AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,412,4,8,45,5,1185734,1848454,2008,2/20/08 1:04,"(41.739293798638855, -87.59508110536538)"
6005791,HP100103,1/1/08 0:45,047XX S VINCENNES AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,223,2,3,38,08B,1180440,1873424,2008,1/12/08 1:05,"(41.80793696613765, -87.61371170658323)"
7942461,HT174677,1/1/08 0:01,047XX W ALTGELD ST,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,FALSE,FALSE,2521,,31,19,10,,,2008,3/5/11 0:39,
7652633,HS457297,1/1/08 9:00,047XX W DEMING PL,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,2521,25,31,19,6,1144193,1916660,2008,8/19/10 1:19,"(41.92733796978182, -87.74557181767821)"
7652400,HS455903,1/1/08 9:00,047XX W DIVERSEY AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,FALSE,FALSE,2521,25,31,19,6,1144537,1918242,2008,8/16/10 1:14,"(41.9316726533077, -87.74426780587446)"
7349728,HS150989,1/1/08 9:00,047XX W DIVERSEY AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,OTHER,FALSE,FALSE,2521,,31,19,6,,,2008,2/8/10 1:13,
6887738,HR293834,1/1/08 0:01,047XX W DIVERSEY AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,FALSE,FALSE,2521,25,31,19,6,1144537,1918242,2008,5/3/09 1:04,"(41.9316726533077, -87.74426780587446)"
7417615,HS220331,1/1/08 0:01,047XX W DIVERSEY AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,2521,,31,19,6,,,2008,4/1/10 1:15,
5995237,HP102128,1/2/08 10:40,047XX W FULLERTON AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,2521,25,31,19,6,1144129,1915572,2008,1/26/08 1:04,"(41.92435359331939, -87.74583438641933)"
6008177,HP101637,1/1/08 23:00,047XX W FULTON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1113,11,28,25,18,1144507,1901326,2008,1/13/08 1:05,"(41.885253903836194, -87.74480457320684)"
6001580,HP100669,1/1/08 10:23,047XX W GLADYS AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1131,11,24,25,18,1144643,1897890,2008,1/9/08 1:04,"(41.8758225458506, -87.7443917378785)"
5996010,HP101439,1/1/08 19:40,047XX W JACKSON BLVD,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,FALSE,TRUE,1113,11,28,25,04B,1144868,1898311,2008,1/10/08 1:05,"(41.87697358164226, -87.74355498849245)"
6000131,HP101482,1/1/08 20:20,047XX W OHIO ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1111,11,28,25,08B,1144505,1903523,2008,1/13/08 1:05,"(41.89128276617028, -87.74475657971296)"
5993116,HP101971,1/2/08 9:25,047XX W PATTERSON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,1731,17,38,15,26,1143936,1923877,2008,1/9/08 1:04,"(41.94714692765847, -87.74633461214758)"
6001292,HP101717,1/2/08 2:15,047XX W WRIGHTWOOD AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2521,25,31,19,26,1144438,1916942,2008,1/16/08 1:05,"(41.92810719336643, -87.74466441872998)"
7423602,HS225766,1/1/08 6:30,020XX W ESTES AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,APARTMENT,FALSE,FALSE,2424,,49,1,17,,,2008,10/27/10 0:49,
6637758,HP657645,1/1/08 0:01,048XX N KEELER AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,FALSE,FALSE,1712,17,39,14,20,1147469,1931916,2008,12/17/08 1:04,"(41.96913943782326, -87.73314117776133)"
5991553,HP100314,1/1/08 3:30,048XX N KOSTNER AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,1712,17,39,14,08B,1146201,1932084,2008,1/7/08 1:04,"(41.969624722935556, -87.73779935432988)"
6864088,HR269480,1/1/08 0:01,048XX N MILWAUKEE AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,FALSE,FALSE,1623,16,45,11,6,1139673,1931921,2008,4/21/09 1:06,"(41.96929944528628, -87.76180724895431)"
6203381,HP285919,1/1/08 11:00,048XX N OAKLEY AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,DEPARTMENT STORE,FALSE,FALSE,2031,20,47,4,6,1160192,1932097,2008,5/26/08 1:04,"(41.96938200018196, -87.68635366069165)"
6687714,HR102425,1/2/08 12:00,048XX N RIDGEWAY AVE,820,THEFT,$300 AND UNDER,STREET,FALSE,FALSE,1712,17,39,14,6,1150553,1931995,2008,1/6/09 1:05,"(41.96929637410882, -87.72179917645985)"
5994662,HP102359,1/1/08 10:30,048XX N SHERIDAN RD,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,2024,20,46,3,6,1168726,1932090,2008,1/6/08 1:05,"(41.9691816625673, -87.65497443669017)"
6004511,HP100723,1/1/08 10:36,048XX S ASHLAND AVE,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,931,9,20,61,6,1166524,1872788,2008,1/11/08 1:05,"(41.806500118079555, -87.66477002793422)"
6057518,HP158575,1/1/08 7:00,048XX S CALIFORNIA AVE,810,THEFT,OVER $300,FACTORY/MANUFACTURING BUILDING,FALSE,FALSE,911,9,14,58,6,1158566,1872253,2008,2/20/08 1:04,"(41.805198172988014, -87.69397200232137)"
6277948,HP365529,1/1/08 16:00,048XX S CHICAGO BEACH DR,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,2132,2,4,39,26,1187822,1873221,2008,6/8/08 1:03,"(41.807207115089334, -87.58664330030187)"
6277942,HP365496,1/1/08 0:01,048XX S CHICAGO BEACH DR,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,2132,2,4,39,26,1187822,1873221,2008,6/8/08 1:03,"(41.807207115089334, -87.58664330030187)"
5996356,HP104387,1/2/08 11:00,048XX S GREENWOOD AVE,810,THEFT,OVER $300,STREET,FALSE,FALSE,2124,2,4,39,6,1184352,1873193,2008,1/6/08 1:05,"(41.8072123034254, -87.59937091593062)"
5992942,HP100948,1/1/08 13:40,048XX S HERMITAGE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,931,9,20,61,08B,1165454,1872638,2008,1/12/08 1:05,"(41.80611127393721, -87.66869868286715)"
6756767,HR174477,1/2/08 9:00,048XX S HONORE ST,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,931,9,20,61,6,1164881,1872261,2008,3/5/09 1:04,"(41.805088881686395, -87.67081090125755)"
5994197,HP101980,1/2/08 2:00,048XX S MARSHFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,931,9,20,61,08B,1166198,1872561,2008,1/14/08 1:04,"(41.80588415663891, -87.66597215062502)"
6449855,HP523853,1/1/08 10:00,048XX S PAULINA ST,843,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,RESIDENCE,FALSE,FALSE,931,9,20,61,6,1165869,1872519,2008,8/29/08 1:05,"(41.80577590760013, -87.66717999428461)"
5999618,HP101928,1/2/08 4:30,048XX S VINCENNES AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,223,2,3,38,6,1180363,1872936,2008,1/9/08 1:04,"(41.80659962200085, -87.61400910017689)"
5995390,HP102102,1/2/08 8:15,048XX S WESTERN AVE,890,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,915,9,12,61,6,1161224,1872609,2008,1/6/08 1:05,"(41.806120409509546, -87.68421364981145)"
5994793,HP102228,1/2/08 0:30,048XX W ADDISON ST,890,THEFT,FROM BUILDING,APARTMENT,FALSE,TRUE,1634,16,38,15,6,1143450,1923535,2008,1/12/08 1:05,"(41.946217568167775, -87.74812961958585)"
5992589,HP101068,1/1/08 14:28,048XX W ADDISON ST,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1634,16,38,15,08B,1143670,1923460,2008,1/18/08 1:04,"(41.94600763682407, -87.7473228465836)"
5992579,HP101442,1/1/08 16:00,048XX W AUGUSTA BLVD,810,THEFT,OVER $300,STREET,FALSE,FALSE,1531,15,37,25,6,1144108,1906253,2008,1/5/08 1:04,"(41.89878166169143, -87.74614597169092)"
6149360,HP100924,1/1/08 6:00,048XX W CRYSTAL ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,FALSE,FALSE,2533,25,37,25,14,1144045,1907843,2008,3/27/08 1:04,"(41.90314598201388, -87.74633741078549)"
5999124,HP100441,1/1/08 5:23,048XX W HARRISON ST,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1533,15,24,25,08B,1144333,1896942,2008,1/9/08 1:04,"(41.873226947897734, -87.74555379441415)"
6790475,HR203635,1/1/08 12:00,048XX W HENDERSON ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,TRUE,1634,16,38,15,26,1143363,1921870,2008,3/13/09 1:04,"(41.94165028456968, -87.74849116371583)"
5992870,HP101105,1/1/08 3:30,048XX W LAKE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1532,15,28,25,08B,1144213,1901874,2008,1/5/08 1:04,"(41.88676320858716, -87.74587042945666)"
6008551,HP101851,1/2/08 7:55,048XX W MADISON ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,1533,15,28,25,16,1144324,1899550,2008,1/27/08 1:04,"(41.88038378905308, -87.74552126028728)"
5991841,HP100802,1/1/08 4:30,048XX W MELROSE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1634,16,30,15,14,1143344,1921205,2008,1/5/08 1:04,"(41.939825818061905, -87.74857767027532)"
8292448,HT525454,1/1/08 0:01,048XX W POLK ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,FALSE,FALSE,1533,,24,25,6,,,2008,10/20/11 0:39,
5994770,HP102336,1/2/08 13:00,048XX W RICE ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1531,15,37,25,18,1143638,1905172,2008,1/23/08 14:56,"(41.89582408872073, -87.74789937288263)"
6557413,HP630777,1/1/08 8:00,048XX W WARNER AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,FALSE,FALSE,1624,16,45,15,20,1143112,1927186,2008,11/14/08 1:14,"(41.95624256238616, -87.74928055915237)"
5991627,HP100419,1/1/08 4:17,048XX W WASHINGTON BLVD,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,TRUE,FALSE,1533,15,28,25,04A,1143792,1900018,2008,1/4/08 1:05,"(41.88167802016231, -87.74746300195194)"
8093829,HT327698,1/1/08 0:01,048XX W WASHINGTON BLVD,840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,FALSE,FALSE,1532,,28,25,6,,,2008,7/1/11 0:40,
7677582,HS482543,1/1/08 9:00,048XX W WRIGHTWOOD AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2521,,31,19,6,,,2008,9/7/10 1:16,
6306129,HP388163,1/1/08 0:01,049XX N MARINE DR,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2024,20,48,3,6,1169789,1933479,2008,6/25/08 1:04,"(41.97296995419037, -87.65102514251927)"
6397868,HP482340,1/2/08 0:01,049XX N MILWAUKEE AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,BANK,FALSE,FALSE,1623,16,45,11,6,1139466,1932085,2008,8/3/08 1:04,"(41.9697532621567, -87.7625643815562)"
6000798,HP109062,1/1/08 15:00,049XX N MOZART ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2031,20,40,4,7,1156439,1932606,2008,1/8/08 1:04,"(41.97085566432029, -87.70013965923096)"
5992771,HP101489,1/1/08 15:30,049XX N RUTHERFORD AVE,820,THEFT,$300 AND UNDER,RESIDENCE,TRUE,TRUE,1613,16,41,10,6,1130539,1932572,2008,1/22/08 9:10,"(41.97124814384761, -87.79537856004022)"
5994695,HP103132,1/2/08 0:01,049XX N WINTHROP AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,2033,20,48,3,6,1167929,1933366,2008,1/6/08 1:05,"(41.97270032528947, -87.65786799207972)"
6024679,HP123389,1/1/08 0:01,049XX S JUSTINE ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,931,9,20,61,6,1166880,1871920,2008,2/20/08 1:04,"(41.804110620708194, -87.66348915163837)"
6687548,HR102125,1/2/08 13:00,049XX S KEATING AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,815,8,23,56,26,1145484,1871504,2008,1/8/09 1:04,"(41.80339982745888, -87.7419708811413)"
6831070,HR233021,1/1/08 10:00,049XX S KEATING AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,815,8,23,56,26,1145481,1871614,2008,4/4/09 1:04,"(41.803701741266494, -87.74197910814337)"
6011044,HP101197,1/1/08 16:18,049XX S KEDZIE AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,821,8,14,63,6,1155839,1871628,2008,1/16/08 1:05,"(41.803538319401234, -87.70399037068694)"
6053665,HP154364,1/2/08 9:00,049XX S KOLIN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,FALSE,815,8,23,57,11,1148152,1871602,2008,2/8/08 1:04,"(41.803617965318026, -87.73218338426052)"
6002875,HP103428,1/2/08 7:30,049XX S KOSTNER AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,FALSE,TRUE,815,8,23,57,26,1147901,1871505,2008,1/11/08 1:05,"(41.80335659628737, -87.73310642261133)"
5997891,HP102507,1/2/08 13:46,049XX S LAFLIN ST,2027,NARCOTICS,POSS: CRACK,RESIDENCE,TRUE,FALSE,931,9,20,61,18,1167129,1871991,2008,1/6/08 1:05,"(41.80430012404485, -87.6625739059715)"
5997881,HP101487,1/1/08 20:41,049XX S LAFLIN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,933,9,16,61,18,1167209,1871983,2008,1/6/08 1:05,"(41.80427645753828, -87.66228073227077)"
6001516,HP107655,1/2/08 12:00,049XX S LOOMIS BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,933,9,16,61,14,1167797,1871829,2008,1/10/08 1:05,"(41.80384124628837, -87.66012864718728)"
6002839,HP100465,1/1/08 6:17,049XX S PRAIRIE AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,224,2,3,38,04B,1178831,1872508,2008,7/17/08 1:04,"(41.80546020001383, -87.61964094663077)"
6382110,HP466001,1/1/08 0:01,049XX S WOLCOTT AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,FALSE,FALSE,931,9,16,61,20,1164565,1871710,2008,8/8/08 1:05,"(41.803583550528096, -87.67198540813828)"
5997139,HP101391,1/1/08 6:30,022XX S DR MARTIN LUTHER KING JR DR,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,HOTEL/MOTEL,FALSE,FALSE,133,1,2,33,17,1178906,1889450,2008,2/18/08 1:04,"(41.85194864021387, -87.61884910594445)"
4392,HP101750,1/2/08 2:38,049XX W ARTHINGTON ST,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,TRUE,FALSE,1533,15,24,25,01A,1143618,1895552,2008,11/17/11 12:01,"(41.86942601751075, -87.74821372756585)"
6010735,HP101871,1/2/08 7:45,049XX W AUGUSTA BLVD,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE,FALSE,1531,15,37,25,18,1143020,1906233,2008,1/27/08 1:04,"(41.898747144066405, -87.75014269139369)"
7406117,HS208592,1/1/08 12:00,049XX W BARRY AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2521,25,31,19,6,1142674,1920112,2008,3/27/10 1:34,"(41.936839036194314, -87.75106744106458)"
6707871,HR120765,1/2/08 12:00,049XX W CUYLER AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,1624,16,45,15,6,1142724,1926440,2008,1/23/09 1:04,"(41.954202720467016, -87.75072560612905)"
5994553,HP101687,1/2/08 0:01,049XX W DAKIN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1634,16,45,15,08B,1142621,1925751,2008,1/23/08 14:56,"(41.95231396412641, -87.75112145952839)"
6413673,HP497145,1/1/08 9:00,049XX W HIRSCH ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2533,25,37,25,6,1143143,1908817,2008,8/16/08 1:04,"(41.90583563550912, -87.74962633460552)"
5993040,HP100024,1/1/08 0:05,049XX W HIRSCH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,OTHER,TRUE,FALSE,2533,25,37,25,15,1142940,1908813,2008,6/2/10 10:34,"(41.90582844719098, -87.75037213500026)"
5995412,HP102281,1/2/08 10:35,049XX W HURON ST,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,1532,15,37,25,08A,1143296,1904148,2008,1/9/08 1:04,"(41.893020510729336, -87.74918108559768)"
5990991,HP100124,1/1/08 0:30,049XX W HURON ST,1460,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,APARTMENT,TRUE,FALSE,1532,15,37,25,15,1143296,1904148,2008,1/13/08 1:05,"(41.893020510729336, -87.74918108559768)"
5997042,HP101566,1/1/08 20:32,049XX W OHIO ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,1532,15,37,25,15,1143262,1903498,2008,1/9/08 1:04,"(41.89123746967076, -87.74932220462838)"
5991018,HP100148,1/1/08 0:02,049XX W OHIO ST,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,TRUE,FALSE,1532,15,37,25,15,1143208,1903497,2008,1/3/08 1:04,"(41.89123573394625, -87.74952054811037)"
6537263,HP607203,1/2/08 12:00,049XX W POTOMAC AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2533,25,37,25,6,1142917,1908231,2008,10/17/08 1:04,"(41.904231803137854, -87.75047114969271)"
5996375,HP100277,1/1/08 2:09,049XX W POTOMAC AVE,554,ASSAULT,AGG PO HANDS NO/MIN INJURY,OTHER,TRUE,FALSE,2533,25,37,25,08A,1143083,1908234,2008,1/7/08 1:04,"(41.90423693877625, -87.74986130533783)"
5992789,HP101384,1/1/08 18:45,049XX W QUINCY ST,820,THEFT,$300 AND UNDER,STREET,FALSE,TRUE,1533,15,28,25,6,1143609,1898590,2008,1/7/08 1:04,"(41.87776283929503, -87.74817073275278)"
5995054,HP102080,1/2/08 11:15,049XX W RICE ST,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,TRUE,FALSE,1531,15,37,25,26,1143466,1905249,2008,2/17/08 1:05,"(41.89603860441431, -87.74852917143413)"
8450109,HV128223,1/1/08 20:08,049XX W WALTON ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,1531,,37,25,6,,,2008,1/27/12 0:39,
6688051,HR103260,1/2/08 10:00,050XX N WESTERN AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2031,20,47,4,6,1159495,1933165,2008,1/25/09 1:03,"(41.9723270584584, -87.68888699469684)"
6004205,HP110631,1/2/08 9:00,050XX N WOLCOTT AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,2032,20,47,4,11,1162857,1933925,2008,1/22/08 9:10,"(41.97434246518324, -87.6765029191476)"
6002608,HP100623,1/1/08 0:01,050XX S CHAMPLAIN AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,FALSE,223,2,4,38,26,1181496,1871434,2008,1/11/08 1:05,"(41.802451913056714, -87.60990004763698)"
9141590,HW286563,1/1/08 8:00,050XX S EAST END AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,222,,4,39,6,,,2008,5/29/13 0:39,
6005856,HP101475,1/1/08 20:00,050XX S WOOD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,931,9,16,61,18,1165153,1871470,2008,1/23/08 14:56,"(41.802912526552724, -87.66983571286727)"
5994649,HP100497,1/1/08 1:30,050XX W 52ND ST,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,814,8,23,56,08B,1143480,1869632,2008,1/15/08 1:05,"(41.79830035883725, -87.74936728091006)"
5995173,HP101677,1/1/08 23:47,050XX W ADAMS ST,1360,CRIMINAL TRESPASS,TO VEHICLE,ALLEY,TRUE,FALSE,1533,15,28,25,26,1143027,1898826,2008,1/6/08 1:05,"(41.87842132146339, -87.75030182995037)"
5997458,HP102299,1/2/08 9:00,050XX W DIVERSEY AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESTAURANT,FALSE,TRUE,2521,25,31,19,26,1142410,1918109,2008,1/8/08 1:04,"(41.931347523289034, -87.75208759661277)"
6066523,HP166187,1/1/08 19:00,050XX W PENSACOLA AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,1624,16,45,15,26,1141743,1928485,2008,2/14/08 1:04,"(41.95983262526674, -87.75428114012396)"
6073181,HP167169,1/1/08 0:01,051XX N ASHLAND AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2032,20,48,3,6,1164774,1934216,2008,2/20/08 1:04,"(41.97510043053131, -87.66944527948839)"
5993261,HP101434,1/1/08 19:15,051XX N KEDZIE AVE,1330,CRIMINAL TRESPASS,TO LAND,COLLEGE/UNIVERSITY GROUNDS,TRUE,FALSE,1713,17,39,13,26,1154066,1934240,2008,1/6/08 1:05,"(41.97538725018207, -87.70882162964169)"
8454374,HT207580,1/1/08 8:00,051XX S AVERS AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,FALSE,FALSE,822,,23,62,20,,,2008,1/27/12 0:39,
6003034,HP101914,1/2/08 8:41,051XX S CALUMET AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,STREET,TRUE,FALSE,234,2,3,40,26,1179399,1871195,2008,1/11/08 1:05,"(41.801844250987195, -87.61759786912793)"
6012922,HP102273,1/2/08 12:40,051XX S INDIANA AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,TRUE,FALSE,232,2,3,40,18,1178436,1870751,2008,1/30/08 1:05,"(41.80064782484504, -87.62114303031359)"
6169644,HP252386,1/1/08 22:30,051XX S KEELER AVE,820,THEFT,$300 AND UNDER,STREET,FALSE,FALSE,815,8,23,57,6,1149194,1870194,2008,4/6/08 1:06,"(41.7997341395334, -87.72839814635263)"
6003880,HP101587,1/1/08 20:56,051XX S STATE ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,STREET,TRUE,FALSE,232,2,3,40,11,1177098,1871173,2008,1/11/08 1:05,"(41.80183614905127, -87.62603713934764)"
6006919,HP102227,1/2/08 11:35,051XX S WENTWORTH AVE,820,THEFT,$300 AND UNDER,POLICE FACILITY/VEH PARKING LOT,FALSE,FALSE,232,2,3,37,6,1175865,1871145,2008,1/12/08 1:05,"(41.80178706732149, -87.63055984457965)"
